ID,description,floor_level
225,"ЗАО 'Сбербанк - АСТ' предлагает к продаже помещение свободного назначе-ния принадлежащее ПАО Сбербанк на праве собственности расположенное по адресу: Республика Карелия, г. Костомукша, ул. Карельская, дом 4, Недвижимое имущество (помещение) площадью 145,7 кв.м, с кадастровым номером 10:04:0010216:449, этаж: 1, принадлежащее на праве собственности, что подтверждается свидетельством/выпиской о государственной регистрации права от 17.09.2008 г. серия 10-АБ № 201575, выданным Управление Федеральной регистрационной службы по Республике Карелия. По всем вопросам - готовы ответить в будние дни с 9.00 до 18.00 по Московскому времени. Оперативно представим информацию по этому и другим имеющимся в ре-ализации объектам!",
226,"ЗАО 'Сбербанк - АСТ' предлагает к аренде помещение свободного назначения принадлежащее ПАО Сбербанк на праве собственности. Нежилое помещение, расположенное по адресу: г. Москва, ул. Широкая, д. 1, корп. 1, общей площадью 43,5 кв.м., с кадастровым номером 77:02:0004001:11833, принадлежащее арендодателю на праве собственности, что подтверждается - свидетельством о государственной регистрации права от 02.06.2005 серия 77 АВ № 659533. Ближайшая станция метро: Медведково (10 минут пешком), помещение расположено на 1 этаже год постройки 1968 Объект подключен ко всем общегородским коммуникациям Срок аренды: 11 месяцев По всем вопросам - готовы ответить будние дни с 9.00 до 18.00 по Московскому времени. Оперативно представим информацию по этому и другим имеющимся в реализации объектам!",
227,"ЗАО 'Сбербанк - АСТ' предлагает к продаже помещение свободного назначения: Недвижимое имущество нежилое помещение, расположенное по адресу: г. Москва, ул. Обручева, д. 28, корп.5, общей площадью 232 кв.м, этаж 1, пом. I, комнаты с 1 по 19, принадлежащее арендодателю на праве собственности. Местоположение: Административный округ, район, ЮЗАО, Обручевский р-н Станция метро: м. Беляево, 10 минут пути транспортом Окружающая застройка: общественно-деловая, торговая, жилая Характеристики: Помещение находится в жилом многоквартирном доме Год постройки: 1980 Материал стен: панельный Степень технического обустройства: водопровод, канализация, горячая вода, центральное отопление, электричество Помещение находится на 1 этаже Наличие отдельного входа: имеется Срок аренды: 5 лет По всем вопросам - готовы ответить в будние дни с 9.00 до 18.00 по Московскому времени. Оперативно представим информацию по этому и другим имеющимся в реализации объектам!",
228,"ЗАО 'Сбербанк - АСТ' предлагает к продаже помещение свободного назначения принадлежащее ПАО Сбербанк на праве собственности расположенное по адресу: Новосибирская область, г. Новосибирск, район Ленинский, улица Невельского, д. 57/1 Нежилое помещение, площадью 155,7 кв.м., с кадастровым номером 54:35:062380:1649, этаж: 1, принадлежащее Арендодателю на праве собственности, что подтверждается Выпиской ЕГРН от 22.05.2018 г. срок аренды- 5 лет По всем вопросам - готовы ответить в будние дни с 9.00 до 18.00 по Московскому времени. Оперативно представим информацию по этому и другим имеющимся в реализации объектам!",
229,"Помещения с арендаторами на пр.Большевиков д. 25 рядом с метро”Улица Дыбенко”(2 дом от метро )ПРОХОДНОЕ МЕСТО!. Развитая инфраструктура! Общая пл. 20 кв.м., 30,5 кв.м., 40 кв.м. 1 этаж., вход с улицы,нежилой фонд. Арендаторы платят: за 20 кв.м.- 50 тыс.руб/мес., за 30,5 кв.м. - 65 тыс. руб./мес, за 40 кв.м. - 80 тыс. руб./мес, + коммунальные платежи. Цена за 20 кв.м. -5,2 млн. руб., за 30,5 кв.м. – 7,2 млн.руб., за 40 кв.м. – 8,5 млн. руб.",
230,"Компания АРИН предлагает в продажу встроенное офисное помещение в отдельно стоящем здании в центральном районе Санкт-Петербурга, на Невском проспекте, в непосредственной близости от станции метро «Площадь Восстания», напротив ТК «Невский центр» (Стокманн), рядом с Московским вокзалом и ТРЦ «Галерея». Помещение находится на 3 этаже Площадь – 106,8 кв.м Высота потолков – 3,7 м Здание построено в 1910 г., требует косметического ремонта. Общая площадь здания составляет 1100 кв.м. Возможно устройство мансарды и подвала общей площадью около 300 кв.м. Здание имеет 6 этажей, оборудовано лифтом. 3 входа расположены во дворе здания, первый двор. Въезд во двор осуществляется через встроенный проезд со стороны Невского пр. Есть парковка на 3 – 4 автомобиля. Вид права: собственность. Электрическая мощность – 35 КВТ Системы водоснабжения (только холодное водоснабжение) и канализации функционируют. Здание отапливается. Стены здания кирпичные. Перекрытия здания двух видов: по металлическим балкам с различным межбалочным заполнением - в виде кирпичных сводов. В здании проведено 17 телефонных линий и интернет. Цена продажи - 199 000 рублей за кв.м Компания АРИН обладает эксклюзивным правом по продаже объекта.",
231,"ЗАО 'Сбербанк - АСТ' предлагает к продаже помещение свободного назначения принадлежащее ПАО Сбербанк на праве собственности расположенное по адресу: Орловская область, г. Орел, пер. Воскресенский, д. 16. Нежилое помещение, площадью 361,1 кв.м., с кадастровым номером 57:25:0020314:130, этаж: 3, принадлежащее Доверителю на праве собственности, что подтверждается свидетельством о государственной регистрации права от 20.01.2003 серия 57 АА №116945, выданным Регистрационным управлением Орловской области. По всем вопросам - готовы ответить в будние дни с 9.00 до 18.00 по Московскому времени. Оперативно представим информацию по этому и другим имеющимся в реализации объектам!",
232,В многоквартирном жилом доме на первом этаже продается н/ж помещение с отдельной входной группой. Сдача объекта сентябрь 2019г.,
233,"Речной вокзал 5 мин. на машине Москва район Западное Дегунино ул. Бусиновская Горка д. 1ДС1 помещение под производство производственный комплекс 893 750 руб. 6500 руб. за м2 в год, 1 мес. предоплата без залога, комиссия 0% , прямая аренда Этаж: 1 / 1 Площадь: 1650,0 м2 Без комиссии прямая длительная аренда от собственника. Сдается в аренду теплое производственно-складское помещение (бывший алкогольный склад). Полы антипылевые . Четверо ворот под евро-фуру . Высокий потолок от 7 до 10 м. Мощность 100 кВт (возможно увеличение до 300 кВт). Вода.Канализация .Тепловые завесы. Помещение разделено сеткой на две половины . Есть офисные помещения при необходимости .Рассмотрим все предложения под склад, производство ,автосервис .Торг.",
234,"Предлагается в покупку помещение на первом этаже. Большие витражные окна, электроэнергия 40 квт, возможно увеличение. Заключен долгосрочный договор аренды на 5 лет, арендатор-ресторан, индексация 10%",
235,"Юго-Западная 5 мин. на машине Москва район Тропарево-Никулино Никулинская ул. д. 13А склад склад 150 000 руб. 3000 руб. за м2 в год, 1 мес. предоплата без залога, комиссия 0% , прямая аренда Этаж: 1 / 1 Площадь: 600,0 м2 Аренда от собственника.Территория охраняемая и огороженная . Сдается помещение под склад или производство . Помещение утепленное из сендвич панелей. Высокий потолок . Яма . Рядом площадка 30 соток. Возможна установка бытовок для бытового городка. Рассмотрим все предложения.Срочно . Подойдет под склад,производство, автобазу,продажа стройматериалов и т.д.",
236,"Продам 1200 кв.м. 1 этаж, с арендаторами (Магнит, Лекко, Экспресс) остановка Центральный рынок г.Новотроицка. телефон: 311-266; моб: 8-906-847-73-55 mailto:olegik1200@mail.ru 65 млн.",
237,"Продается база. Земля 4597 м2 - в собственности. АБК (3 этажа + 1 подземный) 724,3 м2. Здание 'Магазин' 2 этажа - 679 м2. Торговый павильон 155 м2. Имеются 2 отапливаемых вагончика. Контейнеры, эстакада, домик сторожа. Территория огорожена. Первая линия. Рядом остановка.",
238,"Братиславская 15 мин. пешком Москва район Марьино Новомарьинская ул. д. 38 торговая площадь 200 200 руб. 13200 руб. за м2 в год, 1 мес. предоплата + залог 200 000 руб., комиссия 0% , прямая аренда Этаж: 1 / 24 Площадь: 182,0 м2 Снять торговое помещение 182 кв м. 1й этаж -24х этажного дома . Без комиссии, прямая длительная аренда помещения свободного назначения . Был сетевой алкомагазин -сеть закрылась. Помещение сдается на первой линии, Проездное и проходное место, Густонаселенный жилой массив. Электричество 32 кВт, 2 выхода . Подойдет под магазин, медицинский центр, вет клинику, детский центр, учебный центр, парикмахерскую, офис продаж, представительство компании, шоу-рум, банк, страховую компанию, в общем ВСЕ предложения, Срочно.",
239,"Продается объект 5700 м2 на участке 2450 м2. В здание 3 этажа, первый этаж имеет кран балку и потолки 5 м. Задумывался как торговый центр.",
240,"Здание кирпичное, 3 этажа + цоколь,3 входа с улицы.Общая торговая площадь 270м2 + 50м2 остальная. Свободная планировка. Все коммуникации по нормам СЭС. Газ, вода, телефон, пожарная сигнализация, парковка. Наличие всех документов для оформления в собственность. Рядом Сбербанк",
241,"Продам 1200 кв.м. (400 м. цоколь - арендатор «МЕБЕЛЬ», 400 м. -1 этаж – арендатор «Центробувь», 400 м. 2 этаж – арендатор «Одна цена»), вблизи центрального рынка г.Новотроицка.",
242,"Петровско-Разумовская 10 мин. на машине Москва район Дмитровский Клязьминская ул. д. 4 торговая площадь жилой дом 102 000 руб. 14400 руб. за м2 в год, 1 мес. предоплата + залог 100 000 руб., комиссия 0% , прямая аренда Этаж: 1 / 12 Площадь: 85,0 м2 Можно частями: от 50,0 м2 Мебель: нет мебели Без комиссии прямая длительная аренда торгового помещения .Сдается помещение под торговлю или услуги на первой линии домов в густонаселенном жилом массиве . По соседству расположен алкогольный магазин Кристалл. Рассмотрим все предложения под торговлю ,услуги офис и т.д.",
243,"В аренду поступило торговое помещение площадью от 500 до 550 кв.м, 1, 2 этаж расположенного по адресу: Республика Северная Осетия – Алания, г. Владикавказ, ул. Ватутина, 101",
244,"3 этажный торговый центр в центре города , рядом находится ТУ Парус , Большая проходимость, отдельная стоянка, центральная канализация, в помещении имеются кондиционеры, 2этаж , рядом находится магазин Энкор ,очень хорошая геопозиции для Борисоглебск !!! Рядом наподобие магазинов нет.",
245,"метро Речной вокзал 12 мин. пешком Москва район Ховрино улСмольная ул. д. 24А своб. назнач. деловой центр 145 000 руб. 12000 руб. за м2 в год, 1 мес. предоплата + залог 145 000 руб., комиссия 0% , прямая аренда Этаж: 3 / 18 Площадь: 145,0 м2 Без комиссии ,прямая аренда от собственника .Сдается офисный блок из шести комнат в пешей доступности о т метро Речной Вокзал. Хороший ремонт . Частично меблирован. Помещение подойдет под офис ,можно посещаемый , медицинский центр ,учебный центр. Рассмотрим все предложения. Юридический адрес представляется.",
246,"Посещаемость – более 400 тыс.месяц (без учета банка, кафе и отдельных входов). Парковка 150 машино-мест, Станция метро 100 метров – пассажиропоток – 3 млнмесяц. Торговая площадь на 2 этаже. Высота потолков 3.5м. Зоны разгрузкипогрузки, грузовой лифт. Предложение от собственника. Прямая аренда. В районе охвата ТЦ - 1.2 млн. проживающих. Электрическая мощность – 1,5 мВт. Якорные арендаторы: 'Перекресток, 'М-Видео', 'Спортмастер', 'Детский Мир', 'Сбербанк' и 'Альфабанк', Теремок, Шоколадница, Торговая галерея: 75 магазинов.",
247,"Новокосино 20 мин. на машине Московская область Балашихинский район Балашиха городской округ Балашиха, Леоновское шоссе. Соколовка кв-л ул. Рябиновая д. 1 Ресторан в аренду 400 000 руб. 4800 руб. за м2 в год, 1 мес. предоплата без залога, комиссия 0% , прямая аренда Этаж: 1 / 2 Площадь: 1000,0 м2 Мебель: есть мебель От собственника.Без комиссии ,прямая длительная аренда РЕСТОРАНА и МАГАЗИНА ,очень дорогой качественный ремонт ,все продумано до мелочей ,банкетные залы ,два бара ,профессиональная кухня ,мангальная,летняя веранда ,есть даже тандыр ,и отдельное окно для торговли на вынос .Трафик 1500 автомобилей в час. Район очень перспективный ,активно застраивается .Срочно. Все лицензии имеются.",
248,"Предлагается к продаже действующий торговый центр «Ориент», расположенный в оживлённом торговом районе города вблизи рынка на Спортивной и торгового центра «Надежда» (на пересечение улиц Фадеева и Спортивная). Описание: - Площадь 1547,2 кв.м. (по 500 м2 каждый этаж); - Этажность 3 этажа; - Вид права: Собственность; - Земельный участок в границах объекта:4 105 м2 (аренда до 2029 г); - Назначение объекта: Торгово-складская зона; - Год ввода в эксплуатацию: 2007. Преимущества: - ТЦ «Ориент» расположен в коммерчески активном районе рынка на ост. Спортивная. Рядом располагается остановка, коммерческие площади, ТЦ «Надежда»; - Местоположение обеспечивает высокую транспортную доступность; - В непосредственной близости автомобильные парковки и остановки общественного транспорта(«Спортивная», площадь «Луговая» и др.); - Якорные арендаторы: Мебельград. Более подробную информацию Вы можете получить по указанному телефону. Условия обсуждаются!",
249,"Торговый комплекс находится на одной из основных улиц города, соединяющей центр города и крупный спальный район и являющейся транзитной для выезжающих в направлении Москвы. Объект располагается на первой линии к дороге, на вечерней стороне при движении из центра, в непосредственной близости находится несколько остановок общественного транспорта. Отличное визуальное восприятие торгового центра дополняется широкими возможностями размещения рекламных конструкций на фасаде. На сегодняшний день в торговом центре работает крупный мебельный и интерьерный центр, а также супермаркет бытовой техники и электроники. Площади объекта заполнены арендаторами на 100%. Площадь земельного участка 3705 м2. Площадь здания 3468,5 м2. Этажность – 3. Площадь первого этажа 1564 м2. Площадь второго этажа 1768 м2. Площадь технического этажа 136,5 м2. Парковка наземная 100 м/м.",
250,"10800 руб. за м2 в год, 1 мес. предоплата без залога, комиссия 0% , прямая аренда Этаж: 1 / 17 Площадь: 145,0 м2 Без комиссии прямая аренда от собственника. Аренда торгового помещения на первом этаже жилого жилого дома в густонаселенном жилом массиве, на центральной улице г. Раменское с большим пешеходным и автомобильным трафиком. Первая линия домов. Помещение после ремонта с отдельным входом, с/у, кондиционер 10 кВт, вентиляция, согласованное место для рекламы, выводы воды и канализации, электрическая мощность 30 кВт. Площадь помещения 145 м2, возможно увеличить до 217 м2. Помещение сдается под магазин продуктов, аптеку, медцентр, офис, салон красоты,банк .Все предложения.",
251,"Здравствуйте! УНИКАЛЬНОЕ ПРЕДЛОЖЕНИЕ!!! Предлагаем в аренду нежилые коммерческие помещения свободного назначения в Торговом центре «ОКЦ Академический». В самом центре города, первая линия, среди многоэтажных жилых домов. Адрес: Троицк, пл. Академическая, д.5. На сегодняшний день остались свободны следующие помещения: на 3-м этаже 110-53-32-24-19 кв.м. по цене 1200 руб./мес. за 1 кв.м. ; на минус 1-ом этаже 35-35-18 кв.м. по цене 800 руб./мес. за 1 кв.м. Ремонт сделан. Длительная аренда. Цена от 14400 руб. в месяц за аренду помещения в цоколе. Электроэнергия и отопление по счетчику. Спешите! Предложения ограничены! Звоните! тел. 89296083865. Контактное лицо Елена",
252,"Бутырская 11 мин. пешком Москва район Бутырский ул. Добролюбова д. 1 своб. назнач. административное здание 200 000 руб. 7400 руб. за м2 в год, 1 мес. предоплата без залога, комиссия 0% , прямая аренда Этаж: 4 / 4 Площадь: 340,0 м2 Можно частями: от 20,0 м2 Без комиссии прямая аренда от собственника . Сдается помещение в административном здании . 10 минут пешком от метро .Планировка смешанно-кабинетная . Возможна любая перепланировка . Есть столовая ,парковка .Пропускная система . Предоставление юридического адреса. Сдаем помещение под хостел, общежитие ,офис мастерскую, курсы ,медицинский центр ,досуговый центр ,возможно тихое производство ,швейное и другое .Рассмотрим все предложения .Длительный срок аренды .",
253,"Сдается в долгосрочную аренду здание автоцентра, общей площадью 8652,5 кв.м. Арендная ставка от 400 руб. за кв.м. Возможна частичная сдача площадей в аренду. На первом этаже планируется размещение торгового гипермаркета. Приглашаем к сотрудничеству арендаторов, занимающихся различными видами деятельности: - магазины электроники и электротоваров - аптечные сети - сети общественного питания - салоны сотовой связи и пр. Также есть офисные и складские помещения.Склады теплые, сухие, имеют удобный заезд и зону погрузки-разгрузки. Звоните и записывайтесь на просмотр данного объекта.",
254,"Дамы и господа, вашему вниманию предлагается, ПСН на втором этаже жилого дома с отдельным входом для двух помещений, в динамично развивающимся районе города, с большим количеством жителей, расположенного по адресу: г. Жуковский, мкрн 5а, дом 10. Помещение имеет кабинетную планировку на 6 кабинетов, с собственным сан узлом. Помещение предлагается без отделки. Данное помещение отлично подойдет для организации в нем офиса, мини отеля или салона красоты. Вместе с этим помещением можно приобрести два соседних помещения имеющих площади 305,50 м2 стоимостью 16 802 500 р. и площадью 221,10 м2 стоимостью 12 160 500 р. соответственно. Помещения можно соединить, за счет чего, общая площадь пространства увеличится до 693,10 м2.",
255,"Продается действующий Автосалон, Автосервис, Автомойка. Год постройки 2014. Есть возможность альтернативного использования данного помещения, например, под магазин или производственную базу. Площадь земельного участка – 0,4 Га. (4000 кв.м.) Здание с отдельной входной группой. Капитальное строение. Отапливаемое. Состоит из двух этажей. Общая площадь помещения 1472 кв.м. Высота 9,06м. 1. Автосалон. На первом этаже расположен выставочный зал, зона ожидания, кассы. На втором этаже офисные помещения, буфет, комната персонала. 2. Автосервис. Установлены три подъемника, шиномонтажное оборудование, оборудование для заправки кондиционеров. Имеются подсобные помещения и склад запасных частей. 3.Автомойка на 5 постов. Зона ожидания для клиентов. 4. На территории имеется площадка для стоянки автомобилей на 80 мест. Коммуникации проведены. Хотите получить дополнительную информацию? Обращайтесь!",
256,"Предлагается для продажи торговый центр «Аквилон» в г. Магнитогорске Челябинской области. Тип- специализированный торговый центр. Объект находится на одной из основных магистралей. Проспект Ленина является основной транспортной артерией, сообщающей центр города с районами города. Интенсивный пешеходный поток. Близко расположены остановки общественного транспорта. Общая площадь здания 5000 кв. м. Этажность – 2 этажа. Наземная охраняемая парковка на 60 м/м. Земельный участок в собственности. Более подробная информация по запросу.",
257,"Предлагаем в аренду двухэтажное новое здание с подземной парковкой. цоколь 550 кв.м высота потолков 3м 1 этаж 450 кв.м высота потолков 4м 2 этаж 550 кв.м высота потолков 3,7 кв.м.",
258,"Алексеевская 13 мин. пешком Москва район Алексеевский 1-я Мытищинская ул. д. 27С1 своб. назнач. 360 000 руб. 4800 руб. за м2 в год, 1 мес. предоплата без залога, комиссия 0% , прямая аренда Этаж: 2 / 3 Площадь: 900,0 м2 Можно частями: от 600,0 м2 Без комиссий прямая длительная аренда от собственника. Сдается промышленное помещение 660 кв.м. с офисной частью в районе 250 кв.м. Общая площадь 900 кв.м. Помещение светлое с высокими потолками. Имеется кран-балка и два грузовых лифта . Мощности до 300 кВт. В здании имеется столовая. Режим пропускной. По необходимости предоставим юридический адрес. От метро пешком 15 минут , рядом электричка. Помещение сдается под швейный цех ,типографию ,склад , любое производство ,возможно спортивное направление , квесты. Каникулы дадим. Аренда помещения на длительный срок. Цена включает НДС.",
259,"Котельники 5 мин. на машине Московская область Люберцы городской округ Томилино пгт Новорязанское шоссе, 23-й км д. вл9 торговая площадь торговый центр 150 000 руб. 18000 руб. за м2 в год, 1 мес. предоплата без залога, комиссия 0% , прямая аренда Этаж: 1 / 1 Площадь: 100,0 м2 Можно частями: от 45,0 м2 Мебель: есть мебель Без комиссий прямая аренда от собственника .Сдаю торговые площади в прикассовой зоне супермаркета Перекресток . Проход к супермаркету возможен только мимо ВАШЕГО помещения. Первая линия Новорязанского шоссе -вечерняя сторона. Придорожный торговый комплекс. Удобный съезд . В комплексе якори - Перекресток ,Бургер-Кинг. Посещаемость Перекрестка 1500 чел в день ,спустя месяц после открытия. Площади от 45 до 600 кв.м. Рассмотрим все предложения.",
260,"Продам отдельно-стоящее трехэтажное офисное здание с прилегающим земельным участком по адресу Екатеринбург, улица Азина, дом 18 Б литер К. Общая площадь здания 788,4 кв.м Вид права - собственность, без обременений Площадь земельного участка 1123,0 кв.м Вид права - собственность, без обременений Отделка чистовая стандарт. Полы - ламинат, коммерческий керамогранит, коммерческий линолеум Стены - обои под покраску, окрашены Потолки - подвесные системы Armstrong Высота потолков Первый этаж Н=2,84 м Второй этаж Н=2,78м Третий этаж (мансарда) Н=2,93м Техническое оснащение: Вентиляция - приточно-вытяжная Кондиционирование Отопление - центральное Водоснабжение - центральное Водоотведение - центральное Система пожаротушения Система пожарно-охранной сигнализации Видеонаблюдение Домофон Интернет На прилегающем к зданию земельном участке (1123 кв.м.) расположены места для парковки, Территория огорожена, въезд и проход на территорию ограничен. Здание может быть использовано как под офисный объект, так и под гостиницу, частную клинику, и т.п. Продажа 45 000 000 ,0 рублей Без комиссии с покупателя",
261,"Предлагаю на продажу 2-х уровневое здание 6800 кв. м. на участке 1 га. Готовое решение под торговую площадку. Цена 57 500 р. за 1 кв.м. П.С. действующий бизнес. Так же рассматриваем варианты сдачи в аренду из расчета: Торговый зал 1-й этаж – 3550 кв.м. по цене 500 руб. за один кв.м. в месяц; Складское, отапливаемое помещение 0-й этаж – 3150 кв.м. по цене 200 руб. за один кв.м. в месяц. Можно рассмотреть вариант сдачи в аренду с последующим выкупом. Месторасположение г. Кемерово, Федеральная трасса ул. Тухачевского Население г. Кемерово +Кемеровская обл. ~3 млн. Здание запущено в эксплуатацию 2009 году. Отличное месторасположения: 1-я линия федеральной трассы, на перекрёстке, напротив самого крупного оптово-розничного центра Кемерово, поблизости от остановок наземного пассажирского транспорта, большое кол-во дилерских центров, в зоне высокого пешеходного и автомобильного трафика. •Возможность размещения рекламы на фасаде здания. •Фасадная часть полностью остеклена?высота остекления 7 м• Здание в отличном состоянии с полной отделкой •Зона погрузки-разгрузки, система кондиционирования и приточно-вытяжной вентиляции, охрана, система пожаротушения, интернет, телефония, электричество. •Высота потолков = 7 м. •Площадь земельного участка 1 га. •Земля в собственности •Общая площадь здания 6800 кв.м. •Площадь антресоли 400 кв.м. •Площадь Выставочного зала - 1-й этаж 3150 кв.м. •Площадь Выставочного зала - 0-й этаж 1150 кв.м. •Складская площадь 0-й этаж 2000 кв.м. Есть возможность организации эскалатора с первого на нулевой этаж и обратно! •Общее кол-во парковочных мест на открытых площадках - 200 парковочных мест. •Все имущество новое. •Собственная трансформаторная подстанция; •Собственный газовый котел •Собственная дизельная электростанция. •Кредитов нет! •Займов в банках нет! Еще раз: •Цена данного предложения 57 500 руб. за 1кв. м.!! •Причина продажи: сменена ПМЖ. •Цена обсуждается. Варианты обсуждаются.",
262,"Продается торговая площадь в отдельно стоящем 2-х этажном здании по первой линии магистрали, высокий автомобильный трафик, 15 минут пешим ходом до Площади Карла Маркса, станции метрополитена, напротив здания остановка общественного транспорта. 1 и 2 этажи, общая площадь 1155 кв.м, в т.ч. пристройка 240 кв.м (по свидетельству общая площадь 962,6 кв.м). На 1 этаже 2 торговых зала - 204,2 кв.м и 240 кв.м, на 2 этаже торговый зал 207,2 кв.м, в наличии все коммуникации, витражное остекление, э/мощности 50 кВт. Удобная парковка. Собственник физическое лицо. Удобно под магазин, фитнес-центр, развлекательный центр и т.п. . При арендном бизнесе возможная арендная плата на 1 этаже 800 руб./кв.м, на 2 этаже - 500 руб./кв.м.",
263,"Курская 1 мин. пешком Москва район Басманный ул. Земляной Вал д. 36 офис бизнес-центр 16 000 000 руб. продажа объекта Этаж: 2 / 5 Площадь: 68,0 м2 Пропуск. система: есть Мебель: есть мебель Продажа офиса от собственника .Продается офисное помещение из трех раздельных комнат + приемная + кухня + санузел . Офис сдается в аренду, готовый арендный бизнес . Офис продается в офисном особняке . Охрана и пропускная система . Продажа помещения на Садовом кольце ,1 мин от метро . Помещение подойдет для сдачи в аренду ,под офис,под медицинский центр,по юридическую контору,туристическое агентство. Вышлю видео по запросу.",
264,"Продается участок по адресу Московская область,Рузский район,г..Тучково,ул.Советская,д.14 (к.н.50:19:0020102:1861) в центре города Тучково в 150 м от ж/д станции и автовокзала вдольцентральной улицы,рядом расположены многочисленные учереждения,а также отделение Сбербанка.Большой ежедневный пешеходный и автомобильный трафик.Общая площадь участка - 28.1 соток, назначение земли - торгово офисное,собственность,полученно разрешение на строительство двухэтажного ТЦ площадью 1380 кв.м. Все коммуникации на участке (газ,кпнализация,вода,электричество 45 кВт с возможностью увеличения до необходимой мощности).Есть арендаторы на 1 этаж.Возможен торг.",
265,"Сдаются торговые помещения на центральной улице города Ессентуки в ТЦ 'МЕТРО' от 30 до 500 кв.м.. Рядом расположена городская площадь, рынок. 1 этаж витринное остекление рекламные возможности на фасаде и внутри торгового центра Цена договорная.",
266,"продам/сдам в аренду , строительный рынок, 2 этажа по 750 м2 на каждом этаже без перекрытий, а также продаю всю базу,целиком или частями.Собственник. подъезд крупногабаритного транспорта, парковка и все коммуникации подведены",
